NextprotID	SeqLength	MW	IsoPoint	TMDomains	SubcellLocations	Diseases	ProteinExistence	Chr
NX_Q9GZV3	580	63204	5	13	Membrane;Cytoskeleton;Cell membrane;Nucleus;Synapse;Cell junction	Myasthenic syndrome, congenital, 20, presynaptic;Neuronopathy, distal hereditary motor, 7A	PE1	2
NX_Q9GZV4	153	16793	5.38	0	Cytoplasm;Nucleus;Endoplasmic reticulum membrane;Cytoplasmic vesicle;Nuclear pore complex	NA	PE1	3
NX_Q9GZV5	400	44101	5.49	0	Cytosol;Nucleus;Nucleoplasm;Cytoplasm;Nucleus	NA	PE1	3
NX_Q9GZV7	340	37775	9.12	0	Extracellular matrix	NA	PE1	1
NX_Q9GZV8	571	64062	6.65	0	Nucleus;Nucleoplasm	NA	PE1	8
NX_Q9GZV9	251	27954	9.17	0	Secreted	Tumoral calcinosis, hyperphosphatemic, familial;Hypophosphatemic rickets, autosomal dominant	PE1	12
NX_Q9GZW5	306	34217	10.67	0	Nucleus	NA	PE5	15
NX_Q9GZW8	240	26131	6.17	4	Membrane	NA	PE2	11
NX_Q9GZX3	395	44099	10.03	1	Golgi apparatus membrane	Macular dystrophy, corneal	PE1	16
NX_Q9GZX5	532	60011	8.92	0	Nucleoplasm;Nucleus;Nucleus;Nucleus matrix	NA	PE1	19
NX_Q9GZX6	179	20011	7.65	0	Secreted	NA	PE1	12
NX_Q9GZX7	198	23954	9.5	0	Cytoplasm;Nucleus;Cytoplasm	Immunodeficiency with hyper-IgM 2	PE1	12
NX_Q9GZX9	223	25017	5.17	0	Cytosol;Centrosome;Secreted	NA	PE1	18
NX_Q9GZY0	626	71627	7.74	0	Nucleoplasm;Cytoplasm	NA	PE1	X
NX_Q9GZY1	135	15722	9.77	0	Cytoplasm;Nucleus	NA	PE2	6
NX_Q9GZY4	146	16694	8.76	1	Mitochondrion inner membrane;Mitochondrion	NA	PE1	7
NX_Q9GZY6	243	26550	4.69	1	Cell membrane	NA	PE1	7
NX_Q9GZY8	342	38465	9.01	1	Mitochondrion outer membrane;Mitochondrion;Peroxisome;Synaptic vesicle	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	PE1	2
NX_Q9GZZ0	328	34093	9.15	0	Nucleus;Nucleoplasm	NA	PE1	2
NX_Q9GZZ1	169	19398	8.96	0	Cytoplasm;Cytoplasm;Nucleus	NA	PE1	3
NX_Q9GZZ6	450	49705	8.2	4	Postsynaptic cell membrane;Cell membrane	NA	PE1	11
NX_Q9GZZ7	299	31670	10.47	0	Secreted;Cell membrane	NA	PE1	20
NX_Q9GZZ8	138	14246	5.44	0	Secreted	NA	PE1	12
NX_Q9GZZ9	404	44863	4.79	0	Cytoplasm;Cytoplasmic vesicle;Cytoplasm;Nucleus;Cytosol	Spinocerebellar ataxia, autosomal recessive, 24;Epileptic encephalopathy, early infantile, 44	PE1	3
NX_Q9H000	416	46940	7.73	0	Cytoplasm;Cytosol;Nucleoplasm	NA	PE1	3
NX_Q9H008	270	29165	5.8	0	Nucleus speckle;Cytosol;Cytoplasm;Nucleus	NA	PE1	10
NX_Q9H009	215	23223	4.68	0	Cytoplasm;Nucleus	NA	PE1	17
NX_Q9H013	955	104997	8.75	1	Membrane;Cytoplasmic vesicle	NA	PE1	5
NX_Q9H015	551	62155	6.85	12	Cytosol;Nucleoplasm;Membrane	Rheumatoid arthritis	PE1	5
NX_Q9H019	292	31957	5.77	0	Cytoplasm;Cell junction;Mitochondrion	NA	PE1	1
NX_Q9H040	489	55134	8.38	0	Nucleus;Nucleoplasm;Chromosome;Nucleus	Ruijs-Aalfs syndrome	PE1	1
NX_Q9H061	195	21527	9.36	4	Mitochondrion;Nucleus;Mitochondrion inner membrane;Cytosol	Optic atrophy 7 with or without auditory neuropathy	PE1	11
NX_Q9H063	256	28771	4.47	0	Nucleus;Cytoplasm;Nucleolus;Nucleus;Nucleus;Cytoplasmic vesicle;Cytoplasm	NA	PE1	8
NX_Q9H069	523	61054	4.68	0	Cytoplasm;Cilium axoneme	NA	PE1	17
NX_Q9H074	479	53525	4.71	0	Cytosol;Cell membrane;Cytoplasm	NA	PE1	5
NX_Q9H078	707	78729	9.13	0	Mitochondrion	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	PE1	11
NX_Q9H079	304	34767	9.18	0	Nucleus;Spindle;Nucleus;Nucleus;Spindle pole;Midbody	NA	PE1	15
NX_Q9H081	205	24140	5.5	0	Nucleus;Kinetochore	NA	PE1	17
NX_Q9H082	229	25718	6.7	0	Golgi apparatus;Golgi apparatus membrane;cis-Golgi network	Smith-McCort dysplasia 2	PE1	4
NX_Q9H089	658	75225	5.96	0	Endoplasmic reticulum;Cytosol;Cytoplasm;Nucleus;Nucleus;Endoplasmic reticulum;Cajal body	NA	PE1	3
NX_Q9H091	742	81860	6.38	0	Cytosol;Nucleus speckle;Nucleus;Cytoplasm	Spermatogenic failure 14	PE1	17
NX_Q9H093	628	69612	9.01	0	Nucleus;Nucleus;Nucleolus;Cytosol	NA	PE1	1
NX_Q9H094	633	72951	4.4	0	Cytoplasm;Cytoplasm	NA	PE2	1
NX_Q9H095	443	51918	6.18	0	Cytosol;Cytoskeleton;Cytoplasm;Flagellum;Cilium;Cytoskeleton	NA	PE1	3
NX_Q9H098	131	15558	7.89	0	Nucleus;Cytoplasm;Nucleoplasm	NA	PE1	10
NX_Q9H0A0	1025	115730	8.5	0	Nucleolus;Nucleolus;Midbody	NA	PE1	11
NX_Q9H0A3	160	17963	8.95	1	Membrane	NA	PE2	22
NX_Q9H0A6	362	41516	9.15	0	Cell membrane;Cytoplasm	NA	PE1	7
NX_Q9H0A8	199	21764	6.89	0	Cytoplasm;Cell membrane;Nucleus;Nucleus;Cytoplasm	NA	PE1	15
NX_Q9H0A9	340	37613	7.05	0	Nucleus;Cytoplasm;Cell membrane;Cytoplasmic vesicle;Cytosol	NA	PE1	21
NX_Q9H0B3	1180	127693	10.25	0	Mitochondrion	NA	PE1	19
NX_Q9H0B6	622	68935	6.72	0	Cytoplasm;Cell membrane;Cytoskeleton;Nucleoplasm;Cytosol	Spastic paraplegia, optic atrophy, and neuropathy	PE1	11
NX_Q9H0B8	497	55920	8.36	0	Golgi apparatus;Secreted;Cytosol;Nucleoplasm	NA	PE1	16
NX_Q9H0C1	365	41818	5.82	0	Nucleus;Cytoplasm	NA	PE1	1
NX_Q9H0C2	315	35022	9.91	6	Mitochondrion;Mitochondrion inner membrane;Flagellum	NA	PE1	4
NX_Q9H0C3	514	60185	8.67	8	Endoplasmic reticulum;Cell membrane	NA	PE1	12
NX_Q9H0C5	482	52771	5.79	0	Cytoplasm;P-body	NA	PE1	15
NX_Q9H0C8	392	42907	6.68	0	Nucleoplasm;Cytoplasm	NA	PE1	2
NX_Q9H0D2	1346	145587	8.28	0	Cytosol;Nucleus;Nucleoplasm	NA	PE1	19
NX_Q9H0D6	950	108582	7.26	0	Nucleolus;Nucleolus;Nucleus	NA	PE1	20
NX_Q9H0E2	274	30282	5.68	0	Endosome;Cytoplasm;Cytosol;Cell membrane	NA	PE1	11
NX_Q9H0E3	1048	110324	9.83	0	Nucleus;Nucleus speckle;Nucleus	NA	PE1	2
NX_Q9H0E7	712	81185	8.21	0	Nucleus;Nucleus;Nucleolus;Cytoskeleton	NA	PE1	12
NX_Q9H0E9	1235	135336	4.52	0	Nucleus;Mitochondrion;Nucleoplasm	NA	PE1	5
NX_Q9H0F5	515	57595	7.68	0	Nucleus;Nucleoplasm;Nucleus	NA	PE1	9
NX_Q9H0F6	387	39949	5.53	0	Cytosol;Synapse;Nucleus;Cytosol	NA	PE1	8
NX_Q9H0F7	186	21097	8.72	0	Cilium axoneme;Cilium basal body;Cilium membrane;Nucleoplasm;Cytoplasmic vesicle	Bardet-Biedl syndrome 3;Retinitis pigmentosa 55	PE1	3
NX_Q9H0G5	558	66390	8.9	0	Nucleus;Nucleoplasm;Nucleus;Nucleus speckle	NA	PE1	17
NX_Q9H0H0	1204	134323	5.72	1	Nucleus;Cytoplasm;Nucleus membrane;Nucleoplasm;Cytoplasm	NA	PE1	17
NX_Q9H0H3	589	65923	6.1	0	Cytoplasm;Nucleoplasm;Cytosol	NA	PE1	15
NX_Q9H0H5	632	71027	9.08	0	Nucleus envelope;Nucleus;Nucleoplasm;Midbody ring;Cytoplasm;Spindle;Acrosome;Cleavage furrow;Cell membrane	NA	PE1	12
NX_Q9H0H9	118	12413	9.49	0	NA	NA	PE5	2
NX_Q9H0I2	346	38759	9.84	0	Cytoskeleton;Cell membrane;Centrosome;Cytosol	NA	PE1	16
NX_Q9H0I3	377	44220	8.75	0	Nucleus;Cytoplasm;Cytosol;Centriolar satellite;Nucleoplasm	NA	PE1	16
NX_Q9H0I9	626	67877	5.9	0	Cytoplasm	NA	PE1	4
NX_Q9H0J4	1663	180827	6.25	0	Cytoplasmic vesicle;Nucleoplasm;Nucleus membrane	NA	PE1	17
NX_Q9H0J9	701	79064	8.84	0	Nucleus;Nucleus	NA	PE1	7
NX_Q9H0K1	926	103915	5.7	0	Cytoplasm;Golgi apparatus	NA	PE1	11
NX_Q9H0K4	717	80913	4.36	0	Nucleus;Cytoplasm	NA	PE1	19
NX_Q9H0K6	701	80700	7.31	0	Nucleus;Nucleus speckle	NA	PE1	12
NX_Q9H0L4	616	64437	6.79	0	Nucleus;Cytoplasm;Nucleoplasm;Nucleus	NA	PE1	10
NX_Q9H0M0	922	105202	5.64	0	Cytoplasm;Golgi apparatus;Cell membrane;Cell membrane;Nucleus;Cytosol	NA	PE1	8
NX_Q9H0M4	648	72007	7.47	0	Golgi apparatus	NA	PE1	7
NX_Q9H0M5	742	86232	9.15	0	Nucleus	NA	PE1	19
NX_Q9H0N0	254	28355	7.58	0	Golgi apparatus;Nucleus;Centrosome;Cytoplasm	NA	PE1	2
NX_Q9H0N5	130	14365	9.17	0	Nucleus;Cytoplasm;Cell membrane	NA	PE1	5
NX_Q9H0P0	336	37948	6.67	0	Nucleus;Mitochondrion;Endoplasmic reticulum;Cytoplasm;Cytoplasm	P5N deficiency	PE1	7
NX_Q9H0P7	198	20949	6.01	0	Cytoplasm	NA	PE5	6
NX_Q9H0Q0	323	37313	5.71	0	Nucleus;Cytoplasm;Nucleoplasm	NA	PE1	2
NX_Q9H0Q3	95	10542	5.05	1	Cell membrane;Membrane;Golgi apparatus	NA	PE1	11
NX_Q9H0R1	490	54767	6.17	0	Cytosol;Late endosome membrane;Lysosome membrane	NA	PE1	14
NX_Q9H0R3	208	23230	6.04	3	Cytosol;Membrane;Cell membrane	NA	PE1	1
NX_Q9H0R4	259	28536	5.84	0	Nucleus;Cytoplasm;Cytoplasmic vesicle	NA	PE1	18
NX_Q9H0R5	595	68114	6.11	0	Cytoplasm;Cytoplasm;Perinuclear region;Golgi apparatus membrane	NA	PE1	1
NX_Q9H0R6	528	57460	5.47	0	Mitochondrion;Centrosome;Cytoplasmic vesicle	NA	PE1	6
NX_Q9H0R8	117	14044	8.67	0	Nucleus;Cytoplasm;Cytoplasmic vesicle membrane;Endoplasmic reticulum;Golgi apparatus;Autophagosome;Cytoskeleton	NA	PE1	12
NX_Q9H0S4	455	50647	9.18	0	Nucleus;Nucleolus;Nucleolus	NA	PE1	12
NX_Q9H0T7	212	23491	7.7	0	Nucleus;Cytoplasm;Dendrite;Recycling endosome membrane;Melanosome	NA	PE1	2
NX_Q9H0U3	335	38037	9.68	4	Endoplasmic reticulum;Cell membrane;Endoplasmic reticulum membrane;Endoplasmic reticulum	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	PE1	X
NX_Q9H0U4	201	22171	5.55	0	Golgi apparatus;Endoplasmic reticulum;Golgi apparatus;Cytoplasm;Membrane;Preautophagosomal structure membrane	NA	PE1	11
NX_Q9H0U6	180	20577	9.63	0	Mitochondrion;Mitochondrion	NA	PE1	6
NX_Q9H0U9	437	49192	5.36	0	Nucleus;Nucleus;Nucleolus;Nucleolus	Sudden infant death with dysgenesis of the testes syndrome	PE1	6
NX_Q9H0V1	697	79755	8.34	11	Golgi apparatus;Membrane	NA	PE1	7
NX_Q9H0V9	348	39711	8.55	1	Endoplasmic reticulum;Endoplasmic reticulum membrane;Golgi apparatus membrane	Mental retardation, autosomal recessive 52	PE1	2
NX_Q9H0W5	538	59374	8.72	0	Cell membrane;Cytosol;Nucleus;Cell membrane;Cytoplasm;Centrosome	3M syndrome 3	PE1	19
NX_Q9H0W7	228	26260	10.17	0	Cell membrane;Golgi apparatus;Nucleoplasm;Golgi apparatus	NA	PE1	12
NX_Q9H0W8	520	57651	6.52	0	Nucleus;Cytoplasm;Mitochondrion;Cytosol	Heart and brain malformation syndrome	PE1	19
NX_Q9H0W9	315	35117	6.23	0	Nucleus;Nucleoplasm;Nucleus;Nucleus	NA	PE1	11
NX_Q9H0X4	552	59660	5.84	1	Cell membrane;Membrane;Mitochondrion;Nucleoplasm	NA	PE1	16
NX_Q9H0X6	261	27964	7.45	0	Nucleus;Cytoplasm;Cytosol;Nucleoplasm	NA	PE1	9
NX_Q9H0X9	879	98616	7.29	1	Endoplasmic reticulum;Cytoplasmic vesicle;Endoplasmic reticulum membrane	NA	PE1	11
NX_Q9H0Y0	220	25279	5.35	0	Nucleus;Cytoplasm;Cytoplasm;Nucleolus;Nucleus	NA	PE1	5
NX_Q9H0Z9	239	25498	8.76	0	Cytosol;Nucleoplasm;Cytosol;Nucleus	NA	PE1	20
NX_Q9H106	197	21687	9.56	0	Secreted	NA	PE2	20
NX_Q9H112	138	16506	6.51	0	Nucleus;Cytoplasm	NA	PE1	20
NX_Q9H114	145	16989	9.84	0	Secreted	NA	PE2	20
NX_Q9H115	298	33557	5.32	0	Membrane	NA	PE1	20
NX_Q9H116	711	80492	8.11	0	Nucleoplasm;Nucleolus;Nucleus;Nucleolus	NA	PE1	20
NX_Q9H147	329	37013	9.11	0	Nucleus;Nucleus	NA	PE1	20
NX_Q9H156	845	95404	7.95	1	Membrane;Cell membrane	NA	PE1	X
NX_Q9H158	963	103942	5.05	1	Cytoplasmic vesicle;Nucleolus;Nucleus;Cell membrane	NA	PE2	5
NX_Q9H159	772	87002	4.62	1	Cell membrane	NA	PE1	18
NX_Q9H160	280	32808	8.17	0	Cytosol;Golgi apparatus;Nucleoplasm;Nucleus	NA	PE1	4
NX_Q9H161	411	44241	8.56	0	Nucleoplasm;Nucleus	Potocki-Shaffer syndrome;Parietal foramina 2;Craniosynostosis 5;Frontonasal dysplasia 2	PE1	11
NX_Q9H165	835	91197	6.15	0	Nucleus;Nucleoplasm;Cytoplasm;Nucleus	Intellectual developmental disorder with persistence of fetal hemoglobin	PE1	2
NX_Q9H169	189	22071	5.76	0	Golgi apparatus;Cytoplasmic vesicle;Axon;Golgi apparatus;Growth cone	NA	PE1	8
NX_Q9H171	429	46343	6.29	0	NA	NA	PE1	20
NX_Q9H172	646	71896	8.49	6	Membrane	NA	PE1	11
NX_Q9H173	461	52085	5.27	0	Endoplasmic reticulum lumen	Marinesco-Sjoegren syndrome	PE1	5
NX_Q9H175	543	59591	4.68	0	Nucleus speckle;Nucleus	NA	PE1	12
NX_Q9H190	292	31594	9.15	0	Cytosol;Cytoplasmic vesicle;Cytoplasm;Nucleoplasm;Cell membrane;Nucleolus;Nucleus speckle	NA	PE1	20
NX_Q9H195	1237	131402	5.28	1	Membrane	NA	PE2	7
NX_Q9H1A3	318	36536	6.96	0	Cytosol;Nucleus;Cell junction	NA	PE1	16
NX_Q9H1A4	1944	216500	5.88	0	Cytoplasmic vesicle	NA	PE1	2
NX_Q9H1A7	115	13092	5.88	0	Nucleus	NA	PE2	7
NX_Q9H1B4	397	45628	9.1	0	Cytoplasm;Nucleus	NA	PE2	X
NX_Q9H1B5	865	96767	8.5	1	Cytosol;Endoplasmic reticulum membrane;Golgi apparatus membrane;Nucleus	Spondyloocular syndrome;Pseudoxanthoma elasticum	PE1	17
NX_Q9H1B7	796	82659	8.56	0	Nucleoplasm;Nucleus	NA	PE1	14
NX_Q9H1C0	372	41347	10.22	7	Cell membrane	NA	PE1	12
NX_Q9H1C3	349	40026	6.57	1	Cytosol;Membrane	NA	PE1	12
NX_Q9H1C4	597	66631	6.48	12	Nucleoplasm;Endoplasmic reticulum membrane;Endosome;Lysosome;Phagosome	Herpes simplex encephalitis 1	PE1	11
NX_Q9H1C7	97	10631	4.2	1	Membrane	NA	PE1	5
NX_Q9H1D0	765	87286	7.86	6	Cell membrane	NA	PE1	7
NX_Q9H1D9	316	35684	5.79	0	Nucleus;Nucleus	NA	PE1	20
NX_Q9H1E1	156	17419	9.76	0	Secreted	NA	PE1	14
NX_Q9H1E3	243	27296	5	0	Nucleus;Nucleus;Nucleolus;Nucleus	NA	PE1	1
NX_Q9H1E5	349	38952	4.31	1	Membrane;Nucleus membrane	NA	PE1	20
NX_Q9H1F0	79	8943	8.8	0	Secreted	NA	PE2	20
NX_Q9H1H1	148	16872	6.3	0	NA	NA	PE1	20
NX_Q9H1H9	1805	202308	5.43	0	Golgi apparatus membrane;Endosome membrane;Centrosome;Midbody	NA	PE1	6
NX_Q9H1I8	757	86360	5.02	0	Nucleus;Cytosol;Focal adhesion;Nucleus	NA	PE1	22
NX_Q9H1J1	476	54696	9.12	0	Cytoplasm;Nucleus;Cytosol;Nucleus;Cytoplasmic vesicle;Cytoplasm	NA	PE1	13
NX_Q9H1J5	351	38849	8.1	0	Extracellular matrix;Cell membrane;Cytosol	NA	PE2	5
NX_Q9H1J7	359	40323	8.8	0	Cytoplasmic vesicle;Extracellular matrix	NA	PE1	12
NX_Q9H1K0	784	88870	5.36	0	Early endosome membrane;Cell membrane;Cytoplasmic vesicle	NA	PE1	3
NX_Q9H1K1	167	17999	9.54	0	Cytosol;Mitochondrion;Cytoplasm;Nucleus	Myopathy with exercise intolerance Swedish type	PE1	12
NX_Q9H1K4	315	33849	9.39	6	Mitochondrion inner membrane	NA	PE1	22
NX_Q9H1K6	362	37758	8.54	0	Cytoplasmic vesicle	NA	PE1	15
NX_Q9H1L0	117	12410	6.4	0	NA	NA	PE4	20
NX_Q9H1M0	184	20837	4.41	0	NA	NA	PE1	X
NX_Q9H1M3	183	20299	9.04	0	Secreted	NA	PE1	20
NX_Q9H1M4	99	11343	9.05	0	Secreted	NA	PE1	20
NX_Q9H1N7	401	44593	9.34	10	Golgi apparatus membrane	NA	PE1	6
NX_Q9H1P3	480	55201	5.94	0	Cytosol	Deafness, autosomal dominant, 67	PE1	20
NX_Q9H1P6	137	15719	8.72	0	NA	NA	PE1	20
NX_Q9H1Q7	454	51782	6.41	0	Cytosol;Nucleoplasm	NA	PE1	20
NX_Q9H1R2	295	31882	8.77	0	Cell membrane;Cytoplasm;Cell membrane;Cytosol	NA	PE1	20
NX_Q9H1R3	596	64685	6.6	0	Cytoplasm;Endoplasmic reticulum	Cardiomyopathy, familial hypertrophic	PE1	20
NX_Q9H1U4	602	62984	5.45	1	Cytosol;Nucleus;Membrane	NA	PE1	9
NX_Q9H1U9	297	33672	9.51	6	Mitochondrion inner membrane	NA	PE1	9
NX_Q9H1V8	727	81001	5.68	12	Golgi apparatus;Nucleus;Synaptic vesicle membrane	Mental retardation, autosomal recessive 48	PE1	1
NX_Q9H1X1	276	31292	5.28	0	Cilium axoneme	Ciliary dyskinesia, primary, 12	PE1	6
NX_Q9H1X3	360	42404	9.2	3	Cytosol;Nucleoplasm;Membrane	NA	PE1	9
NX_Q9H1Y0	275	32447	5.48	0	Preautophagosomal structure membrane;Centrosome;Cytoplasm	Spinocerebellar ataxia, autosomal recessive, 25	PE1	6
NX_Q9H1Y3	402	44873	9.3	7	Nucleoplasm;Membrane	NA	PE1	1
NX_Q9H1Z4	485	53696	9.33	0	Nucleoplasm;Microtubule organizing center;Cell membrane;Nucleus	NA	PE1	X
NX_Q9H1Z8	148	17183	8.57	0	Secreted;Secretory vesicle	NA	PE2	2
NX_Q9H1Z9	355	36498	5.57	3	Membrane	NA	PE1	17
NX_Q9H201	632	68222	5.64	0	Cytoplasmic vesicle;Nucleoplasm;Cytoplasm;Perinuclear region;Clathrin-coated vesicle;Nucleus	NA	PE1	17
NX_Q9H204	178	19520	5.39	0	Membrane;Cytoplasm;Nucleus;Nucleoplasm	NA	PE1	4
NX_Q9H205	316	35270	8.38	7	Cell membrane	NA	PE1	11
NX_Q9H207	317	35519	9.06	7	Cell membrane	NA	PE2	11
NX_Q9H208	303	33817	9.12	7	Cell membrane	NA	PE2	11
NX_Q9H209	315	35117	7.56	7	Cell membrane	NA	PE2	11
NX_Q9H210	308	34172	9.31	7	Cell membrane	NA	PE2	11
NX_Q9H211	546	60390	9.82	0	Nucleus;Nucleus;Nucleus;Kinetochore	Meier-Gorlin syndrome 4	PE1	16
NX_Q9H213	219	24441	9.05	0	Nucleolus	NA	PE1	X
NX_Q9H221	673	75679	8.52	6	Cytoplasmic vesicle;Membrane	Gallbladder disease 4;Sitosterolemia	PE1	2
NX_Q9H222	651	72504	9.15	6	Membrane;Nucleus	Sitosterolemia	PE1	2
NX_Q9H223	541	61175	6.33	0	Early endosome membrane;Recycling endosome membrane;Cell membrane	NA	PE1	15
NX_Q9H227	469	53696	5.39	0	Cytosol	NA	PE1	4
NX_Q9H228	398	41775	9.86	7	Cell membrane	NA	PE1	19
NX_Q9H237	461	52318	9.08	8	Cytoplasmic vesicle;Endoplasmic reticulum membrane	Focal dermal hypoplasia	PE1	X
NX_Q9H239	520	58939	9.7	0	Extracellular matrix	NA	PE1	17
NX_Q9H244	342	39439	9.6	7	Cell membrane	Bleeding disorder, platelet-type 8	PE1	3
NX_Q9H246	121	13865	5.17	0	Nucleoplasm;Cytosol	NA	PE1	1
NX_Q9H251	3354	369494	4.5	1	Cell membrane	Usher syndrome 1D;Usher syndrome 1D/F;Deafness, autosomal recessive, 12	PE1	10
NX_Q9H252	994	109925	6.55	6	Membrane	NA	PE1	17
NX_Q9H254	2564	288985	5.72	0	Nucleolus;Cytoskeleton;Cell cortex;Nucleus	Myopathy, congenital, with neuropathy and deafness	PE1	19
NX_Q9H255	320	35493	9.16	7	Cell membrane	NA	PE2	11
NX_Q9H257	536	62241	5.79	0	Cytoplasm	Candidiasis, familial, 2	PE1	9
NX_Q9H267	617	70585	6.29	0	Late endosome membrane;Lysosome membrane;Recycling endosome;Clathrin-coated vesicle;Early endosome	Arthrogryposis, renal dysfunction and cholestasis syndrome 1	PE1	15
NX_Q9H269	839	94694	6.32	0	Late endosome membrane;Autophagosome;Lysosome membrane;Early endosome;Clathrin-coated vesicle	NA	PE1	20
NX_Q9H270	941	107837	6.6	0	Endosome;Cytosol;Late endosome membrane;Lysosome membrane;Early endosome;Cytoplasmic vesicle;Autophagosome;Clathrin-coated vesicle	Leukodystrophy, hypomyelinating, 12	PE1	11
NX_Q9H293	177	20330	8.73	0	Secreted	NA	PE1	14
NX_Q9H295	470	53393	9.41	6	Cell membrane;Endoplasmic reticulum membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane;Endosome	NA	PE1	8
NX_Q9H299	93	10438	4.82	0	Nucleus;Cytoplasm;Nucleus	NA	PE1	1
NX_Q9H2A2	487	53401	6.76	0	Centrosome;Cytoplasm	NA	PE1	6
NX_Q9H2A3	272	28621	7.65	0	Nucleus	NA	PE2	4
NX_Q9H2A7	254	27579	9.06	1	Cell membrane;Cytoplasmic vesicle;Golgi apparatus;Secreted	NA	PE1	17
NX_Q9H2A9	424	48834	10.18	1	Golgi apparatus membrane	Peeling skin syndrome 3	PE1	19
NX_Q9H2B2	425	47958	8.72	1	Cytoplasmic vesicle;Cell membrane;Synaptic vesicle membrane	NA	PE1	18
NX_Q9H2B4	701	75016	8.47	9	Cell membrane;Basolateral cell membrane;Cytoskeleton	Nephrolithiasis, calcium oxalate	PE1	4
NX_Q9H2C0	597	67638	5.58	0	Cytoskeleton;Cytoskeleton;Cytoplasm	Giant axonal neuropathy 1, autosomal recessive	PE1	16
NX_Q9H2C1	402	44406	7.87	0	Nucleus	NA	PE2	12
NX_Q9H2C2	271	31052	8.59	3	Cytoplasmic vesicle;Endoplasmic reticulum membrane	Epileptic encephalopathy, early infantile, 38	PE1	1
NX_Q9H2C5	316	35955	9.02	7	Cell membrane	NA	PE3	11
NX_Q9H2C8	321	36749	8.95	7	Cell membrane	NA	PE3	11
NX_Q9H2D1	315	35407	9.49	6	Mitochondrion;Mitochondrion inner membrane	Exercise intolerance, riboflavin-responsive	PE1	8
NX_Q9H2D6	2365	261376	8.86	0	Cytosol;Cytoskeleton;Nucleus;Centrosome;Midbody	Deafness, autosomal recessive, 28	PE1	22
NX_Q9H2E6	1030	114395	8.68	1	Cell membrane;Nucleus;Cytoskeleton	NA	PE1	5
NX_Q9H2F3	369	41016	8.48	2	Lipid droplet;Endoplasmic reticulum membrane	Congenital bile acid synthesis defect 1	PE1	16
NX_Q9H2F5	836	93463	8.77	0	Nucleus	NA	PE1	10
NX_Q9H2F9	335	38869	8.78	0	Cytosol;Golgi apparatus	NA	PE1	18
NX_Q9H2G2	1235	142695	5.08	0	Cytoplasm;Cell membrane;Cytosol	NA	PE1	10
NX_Q9H2G4	693	79435	4.45	0	Nucleus;Cytoplasm;Nucleus	NA	PE1	X
NX_Q9H2G9	400	44910	8.74	0	Golgi apparatus lumen;Nucleus;Cytoplasm;Nucleus;Golgi apparatus	NA	PE1	1
NX_Q9H2H0	198	20978	9.39	0	Cytoplasm	NA	PE1	4
NX_Q9H2H8	161	18155	6.29	0	Nucleus	NA	PE1	2
NX_Q9H2H9	487	54048	6.6	11	Cell membrane	NA	PE1	12
NX_Q9H2I8	198	22568	6.23	0	Nucleus;Cytosol	Albinism, oculocutaneous, 7	PE1	10
NX_Q9H2J1	176	18048	7.75	0	NA	NA	PE2	9
NX_Q9H2J4	239	27614	4.78	0	Nucleus;Cytosol;Cytoplasm	NA	PE1	2
NX_Q9H2J7	730	81836	5.06	12	Cytoplasmic vesicle;Nucleolus;Membrane	NA	PE1	12
NX_Q9H2K0	278	31725	9.7	0	Mitochondrion;Nucleoplasm;Mitochondrion	NA	PE1	13
NX_Q9H2K2	1166	126918	6.76	0	Cytoplasm;Cytoskeleton;Golgi apparatus membrane;Nucleus;Telomere	NA	PE1	10
NX_Q9H2K8	898	105406	6.83	0	Cytoplasm;Cell membrane;Mitochondrion	NA	PE1	12
NX_Q9H2L4	133	15500	9.62	4	Membrane	NA	PE2	7
NX_Q9H2L5	321	36748	7.66	0	Nucleus;Nucleolus;Cell junction	NA	PE1	10
NX_Q9H2M3	363	40354	5.61	0	NA	NA	PE1	5
NX_Q9H2M9	1393	155985	5.4	0	Cell membrane;Cytosol;Cytoplasm	Warburg micro syndrome 2;Martsolf syndrome	PE1	1
NX_Q9H2P0	1102	123563	6.97	0	Nucleus;Nucleoplasm	Helsmoortel-van der Aa syndrome	PE1	20
NX_Q9H2P9	285	31651	5.19	0	Golgi apparatus	NA	PE1	1
NX_Q9H2Q1	129	14539	8.65	2	Golgi apparatus;Membrane;Endoplasmic reticulum	NA	PE2	11
NX_Q9H2R5	256	28087	8.27	0	Secreted	NA	PE1	19
NX_Q9H2S1	579	63760	9.58	6	Membrane;Cytosol;Nucleoplasm	NA	PE1	5
NX_Q9H2S5	420	45525	8.69	0	Cytoplasmic vesicle;Cell membrane;Cytoplasm;Centrosome	NA	PE1	6
NX_Q9H2S6	317	37130	5.12	1	Cytoplasm;Nucleus envelope;Membrane	NA	PE1	X
NX_Q9H2S9	585	64106	6.39	0	Nucleus;Nucleoplasm;Nucleus	NA	PE1	12
NX_Q9H2T7	1088	124375	6.02	0	Nucleus;Cytosol;Nucleus membrane;Nuclear pore complex;Nucleus;Cytoplasm	NA	PE1	5
